id	title	description	link	price	condition	brand	image_link	google_product_category	availability	shipping	manufacturer	c:Vehicle_year:string	c:vehicle:string	c:vehicle_make:string	c:vehicle_model:string	c:category_name1:string	c:vehicle_product:string	c:vehicle_product1:string	c:vehicle_product2:string	c:vehicle_product3:string	c:vehicle_product4:string	c:GoogleAffiliateNetworkPublish	additional_image_link	product_type	adwords_redirect	adwords_grouping	adwords_labels	mpn	promotion_id	custom_label_0	custom_label_1	custom_label_2	custom_label_3	Fit Note	Year Min	Year Max	Color	Brand Type	Design	Series	Submodel	Operation	Location	Part Name	Material	Product Fit	SKU	Warranty	Emissions	Sales	c:cost_of_goods_sold:decimal	Title LP	Product Details	Old ID	Extra Shipping Charge	Est Cost	Variable Cost	Shipping Cost	Category	Subcategory
Replacement+12-1567-00	Replacement Turn Signal Light 12-1567-00, direct fit,with clear & amber lens 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038662/sku-1197431.jcwx	54.81 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/12-1567-00_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Turn Signal Lights	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/12-1567-00_is	Turn Signal Light > Acura > Integra > 1997 > 12-1567-00	http://www.jcwhitney.com/p3038662/sku-1197431.jcwx?TID=iraff		Turn Signal Light, Replacement, 3038662, 1033727	12-1567-00			Medium	Stock Ship				1997	clear & amber lens	Private Label1		replacement			Passenger Side	Turn Signal Light	plastic lens	direct fit	1033727	1-year, unlimited-mileage warranty		No	17.40 USD	 Replacement Passenger Side Turn Signal Lightreplacement-clear & Amber Lens, Plastic Lens			0.00	9.51	4.03	3.86	Body Electrical	Turn Signals, Side Markers & Other Lights
Replacement+12-1568-00	Replacement Turn Signal Light 12-1568-00, direct fit,with clear & amber lens 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038662/sku-1198526.jcwx	22.72 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/12-1568-00_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Turn Signal Lights	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/12-1568-00_is	Turn Signal Light > Acura > Integra > 1997 > 12-1568-00	http://www.jcwhitney.com/p3038662/sku-1198526.jcwx?TID=iraff		Turn Signal Light, Replacement, 3038662, 1034822	12-1568-00			Medium	Stock Ship				1997	clear & amber lens	Private Label1		replacement			Driver Side	Turn Signal Light	plastic lens	direct fit	1034822	1-year, unlimited-mileage warranty		No	17.29 USD	 Replacement Driver Side Turn Signal Lightreplacement-clear & Amber Lens, Plastic Lens			0.00	9.44	3.99	3.86	Body Electrical	Turn Signals, Side Markers & Other Lights
Replacement+12-1617-00	Replacement Turn Signal Light 12-1617-00, direct fit,with clear lens 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038662/sku-1197188.jcwx	27.98 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/12-1617-00_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Turn Signal Lights	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/12-1617-00_is	Turn Signal Light > Acura > Integra > 1991 > 12-1617-00	http://www.jcwhitney.com/p3038662/sku-1197188.jcwx?TID=iraff		Turn Signal Light, Replacement, 3038662, 1033484	12-1617-00			Unsold	Stock Ship				1991	clear lens	Private Label1		replacement			Passenger Side	Turn Signal Light	plastic lens	direct fit	1033484	1-year, unlimited-mileage warranty		No	18.19 USD	 Replacement Passenger Side Turn Signal Lightreplacement-clear Lens, Plastic Lens			0.00	10.54	4.49	3.16	Body Electrical	Turn Signals, Side Markers & Other Lights
Replacement+12-1618-00	Replacement Turn Signal Light 12-1618-00, direct fit,with clear lens 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038662/sku-1192518.jcwx	27.98 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/12-1618-00_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Vehicle Turn Signal Lights	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/12-1618-00_is	Turn Signal Light > Acura > Integra > 1991 > 12-1618-00	http://www.jcwhitney.com/p3038662/sku-1192518.jcwx?TID=iraff		Turn Signal Light, Replacement, 3038662, 1028805	12-1618-00			Unsold	Stock Ship				1991	clear lens	Private Label1		replacement			Driver Side	Turn Signal Light	plastic lens	direct fit	1028805	1-year, unlimited-mileage warranty		No	22.90 USD	 Replacement Driver Side Turn Signal Lightreplacement-clear Lens, Plastic Lens			0.00	15.03	4.71	3.16	Body Electrical	Turn Signals, Side Markers & Other Lights
Beck Arnley+131-2082	Beck Arnley Water Pump 131-2082, direct fit,with 3 years/50, 000 mile beck arnley limited warranty		http://www.jcwhitney.com/p3046787/sku-963551.jcwx	63.50 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/131-2082_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/131-2082_is	Water Pump > Acura > Integra > 1995 > 131-2082	http://www.jcwhitney.com/p3046787/sku-963551.jcwx?TID=iraff		Water Pump, Beck Arnley, 3046787, 840881	131-2082			Unsold	Stock Ship				1995		Branded						Water Pump		direct fit	840881	3 years/50, 000 mile beck arnley limited warranty		No	48.20 USD	 Beck Arnley Water Pump-mechanical			0.00	36.87	4.00	7.33	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components
Beck Arnley+131-2189	Beck Arnley Water Pump 131-2189, direct fit,with 3 years/50, 000 mile beck arnley limited warranty		http://www.jcwhitney.com/p3046787/sku-963628.jcwx	71.49 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/131-2189_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/131-2189_is	Water Pump > Honda > CR-V > 2001 > 131-2189	http://www.jcwhitney.com/p3046787/sku-963628.jcwx?TID=iraff		Water Pump, Beck Arnley, 3046787, 840974	131-2189			Unsold	Stock Ship				2001		Branded						Water Pump		direct fit	840974	3 years/50, 000 mile beck arnley limited warranty		No	56.03 USD	 Beck Arnley Water Pump-mechanical			0.00	44.63	4.07	7.33	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components
Beck Arnley+131-2191	Beck Arnley Water Pump 131-2191, direct fit,with 3 years/50, 000 mile beck arnley limited warranty		http://www.jcwhitney.com/p3046787/sku-963630.jcwx	71.68 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/131-2191_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/131-2191_is	Water Pump > Honda > Civic del Sol > 1997 > 131-2191	http://www.jcwhitney.com/p3046787/sku-963630.jcwx?TID=iraff		Water Pump, Beck Arnley, 3046787, 840976	131-2191			Unsold	Stock Ship				1997		Branded						Water Pump		direct fit	840976	3 years/50, 000 mile beck arnley limited warranty		No	56.14 USD	 Beck Arnley Water Pump-mechanical			0.00	44.70	4.11	7.33	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components
Beck Arnley+143-0672	Beck Arnley Thermostat 143-0672, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3046694/sku-961062.jcwx	20.16 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/143-0672_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/143-0672_is	Thermostat > Sterling > 827 > 1991 > 143-0672	http://www.jcwhitney.com/p3046694/sku-961062.jcwx?TID=iraff		Thermostat, Beck Arnley, 3046694, 838359	143-0672			Unsold	Stock Ship				1991		Branded						Thermostat	stainless steel	direct fit	838359	90-day or 4,000-mile beck arnley limited warranty		No	13.30 USD	 Beck Arnley Thermostat-stainless Steel			0.00	5.46	1.42	6.42	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components
Beck Arnley+143-0695	Beck Arnley Thermostat 143-0695, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3046694/sku-961075.jcwx	18.90 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/143-0695_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/143-0695_is	Thermostat > Sterling > 827 > 1991 > 143-0695	http://www.jcwhitney.com/p3046694/sku-961075.jcwx?TID=iraff		Thermostat, Beck Arnley, 3046694, 838372	143-0695			Unsold	Stock Ship				1991		Branded						Thermostat	stainless steel	direct fit	838372	90-day or 4,000-mile beck arnley limited warranty		No	16.48 USD	 Beck Arnley Thermostat-stainless Steel			0.00	7.59	2.47	6.42	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components
Beck Arnley+143-0698	Beck Arnley Thermostat 143-0698, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3046694/sku-961078.jcwx	18.93 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/143-0698_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/143-0698_is	Thermostat > Sterling > 827 > 1991 > 143-0698	http://www.jcwhitney.com/p3046694/sku-961078.jcwx?TID=iraff		Thermostat, Beck Arnley, 3046694, 838375	143-0698			Medium	Stock Ship				1991		Branded						Thermostat	stainless steel	direct fit	838375	90-day or 4,000-mile beck arnley limited warranty		No	15.53 USD	 Beck Arnley Thermostat-stainless Steel			0.00	7.70	1.41	6.42	Cooling System|Most Popular	Radiators, Fans, Cooling Systems & Components
Replacement+1483P	Replacement Bumper Cover 1483P, direct fit,with primed 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038531/sku-1201773.jcwx	165.10 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/1483p_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Bumpers	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/1483p_is	Bumper Cover > Acura > Integra > 1991 > 1483P	http://www.jcwhitney.com/p3038531/sku-1201773.jcwx?TID=iraff		Bumper Cover, Replacement, 3038531, 1038080	1483P			Slow	Stock Ship				1991	primed	Private Label1					Front	Bumper Cover	plastic	direct fit	1038080	1-year, unlimited-mileage warranty		No	61.63 USD	 Replacement Front Bumper Cover-primed, Plastic			0.00	24.51	10.52	26.60	Body Mechanical & Trim	Bumpers & Components
Replacement+1493-1	Replacement Splash Shield 1493-1, direct fit,with 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038698/sku-1194424.jcwx	14.61 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/1493-1_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/1493-1_is	Splash Shield > Acura > Integra > 1993 > 1493-1	http://www.jcwhitney.com/p3038698/sku-1194424.jcwx?TID=iraff		Splash Shield, Replacement, 3038698, 1030715	1493-1			Medium	Stock Ship				1993		Private Label1					Front, Passenger Side	Splash Shield	plastic	direct fit	1030715	1-year, unlimited-mileage warranty		No	13.33 USD	 Replacement Front, Passenger Side Splash Shield-plastic			0.00	4.05	3.98	5.30	Body Mechanical & Trim|Auto Body Parts|Most Popular	Other Auto Body Replacement
Replacement+1494-1	Replacement Splash Shield 1494-1, direct fit,with 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038698/sku-1220670.jcwx	14.61 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/1494-1_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/1494-1_is	Splash Shield > Acura > Integra > 1993 > 1494-1	http://www.jcwhitney.com/p3038698/sku-1220670.jcwx?TID=iraff		Splash Shield, Replacement, 3038698, 1056780	1494-1			Medium	Stock Ship				1993		Private Label1					Front, Driver Side	Splash Shield	plastic	direct fit	1056780	1-year, unlimited-mileage warranty		No	13.58 USD	 Replacement Front, Driver Side Splash Shield-plastic			0.00	4.04	4.24	5.30	Body Mechanical & Trim|Auto Body Parts|Most Popular	Other Auto Body Replacement
Replacement+1495-2	Replacement Bumper Cover 1495-2, direct fit,with primed 1-year, unlimited-mileage warranty		http://www.jcwhitney.com/p3038531/sku-1206979.jcwx	160.35 USD	new	Replacement	http://images.jcwstatics.com/is/image/Autos/1495-2_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Bumpers	In Stock	US::Ground:0.00 USD	Replacement											N	http://images.jcwstatics.com/is/image/Autos/1495-2_is	Bumper Cover > Acura > Integra > 1993 > 1495-2	http://www.jcwhitney.com/p3038531/sku-1206979.jcwx?TID=iraff		Bumper Cover, Replacement, 3038531, 1043301	1495-2			Medium	Stock Ship				1993	primed	Private Label1					Front	Bumper Cover	plastic	direct fit	1043301	1-year, unlimited-mileage warranty		No	116.32 USD	 Replacement Front Bumper Cover-primed, Plastic			0.00	76.52	13.50	26.30	Body Mechanical & Trim	Bumpers & Components
Beck Arnley+158-0154	Beck Arnley Coolant Temperature Sensor 158-0154, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p3046551/sku-960864.jcwx	30.07 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/158-0154_is	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Radiator Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/158-0154_is	Coolant Temperature Sensor > Honda > Insight > 2006 > 158-0154	http://www.jcwhitney.com/p3046551/sku-960864.jcwx?TID=iraff		Coolant Temperature Sensor, Beck Arnley, 3046551, 838161	158-0154			Medium	Stock Ship				2006		Branded			Base			Coolant Temperature Sensor		direct fit	838161	beck arnley limited warranty		No	24.64 USD	 Beck Arnley Coolant Temperature Sensor			0.00	15.35	2.19	7.10	Cooling System	Radiators, Fans, Cooling Systems & Components
