id	title	description	link	price	condition	brand	image_link	google_product_category	availability	shipping	manufacturer	c:Vehicle_year:string	c:vehicle:string	c:vehicle_make:string	c:vehicle_model:string	c:category_name1:string	c:vehicle_product:string	c:vehicle_product1:string	c:vehicle_product2:string	c:vehicle_product3:string	c:vehicle_product4:string	c:GoogleAffiliateNetworkPublish	additional_image_link	product_type	adwords_redirect	adwords_grouping	adwords_labels	mpn	promotion_id	custom_label_0	custom_label_1	custom_label_2	custom_label_3	Fit Note	Year Min	Year Max	Color	Brand Type	Design	Series	Submodel	Operation	Location	Part Name	Material	Product Fit	SKU	Warranty	Emissions	Sales	c:cost_of_goods_sold:decimal	Title LP	Product Details	Old ID	Extra Shipping Charge	Est Cost	Variable Cost	Shipping Cost	Category	Subcategory	channelized VC
A1 Cardone+A1132700	A1 Cardone Brake Master Cylinder 13-2700, direct fit,with lifetime a1 cardone limited warranty		http://www.jcwhitney.com/p3088215/sku-2087507.jcwx?TID=gglpla	72.23 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1132700_is?A1 Cardone+A1132700	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1132700_is?A1 Cardone+A1132700	Brake Master Cylinder > Acura > Integra > 1996 > A1132700	http://www.jcwhitney.com/p3088215/sku-2087507.jcwx?TID=gglpla		Brake Master Cylinder, A1 Cardone, 3088215, A1132700	13-2700			Unsold	Stock Ship				1996		Branded		a1 cardone select				Brake Master Cylinder		direct fit	A1132700	lifetime a1 cardone limited warranty		No	57.91 USD	 A1 Cardone Brake Master Cylindera1 Cardone Select			0.00	44.32	5.50	8.09	Brake|Most Popular	Brake Master Cylinders, Boosters & Components	7.12
A1 Cardone+A1141400	A1 Cardone Brake Caliper Bracket 14-1400, direct fit,with 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3041464/sku-2087731.jcwx?TID=gglpla	19.91 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1141400_is?A1 Cardone+A1141400	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1141400_is?A1 Cardone+A1141400	Brake Caliper Bracket > Honda > Prelude > 1987 > A1141400	http://www.jcwhitney.com/p3041464/sku-2087731.jcwx?TID=gglpla		Brake Caliper Bracket, A1 Cardone, 3041464, A1141400	14-1400			Unsold	Drop Ship				1987		Branded		a1 cardone service plus			Front, Passenger Side	Brake Caliper Bracket		direct fit	A1141400	2-year or 24,000-mile a1 cardone limited warranty		No	17.89 USD	 A1 Cardone Front, Passenger Side Brake Caliper Bracketa1 Cardone Service Plus			0.00	8.09	3.45	6.35	Brake	Brake Discs, Pads & Calipers	2.38
A1 Cardone+A1141402	A1 Cardone Brake Caliper Bracket 14-1402, direct fit,with 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3041464/sku-2087733.jcwx?TID=gglpla	19.91 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1141402_is?A1 Cardone+A1141402	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1141402_is?A1 Cardone+A1141402	Brake Caliper Bracket > Honda > Prelude > 1990 > A1141402	http://www.jcwhitney.com/p3041464/sku-2087733.jcwx?TID=gglpla		Brake Caliper Bracket, A1 Cardone, 3041464, A1141402	14-1402			Unsold	Stock Ship				1990		Branded		a1 cardone service plus			Front, Driver or Passenger Side	Brake Caliper Bracket		direct fit	A1141402	2-year or 24,000-mile a1 cardone limited warranty		No	18.20 USD	 A1 Cardone Front, Driver Or Passenger Side Brake Caliper Bracketa1 Cardone Service Plus			0.00	8.09	3.76	6.35	Brake	Brake Discs, Pads & Calipers	2.38
A1 Cardone+A1141403	A1 Cardone Brake Caliper Bracket 14-1403, direct fit,with 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3041464/sku-2087734.jcwx?TID=gglpla	20.80 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1141403_is?A1 Cardone+A1141403	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1141403_is?A1 Cardone+A1141403	Brake Caliper Bracket > Honda > Prelude > 1987 > A1141403	http://www.jcwhitney.com/p3041464/sku-2087734.jcwx?TID=gglpla		Brake Caliper Bracket, A1 Cardone, 3041464, A1141403	14-1403			Unsold	Drop Ship				1987		Branded		a1 cardone service plus			Front, Driver Side	Brake Caliper Bracket		direct fit	A1141403	2-year or 24,000-mile a1 cardone limited warranty		No	18.84 USD	 A1 Cardone Front, Driver Side Brake Caliper Bracketa1 Cardone Service Plus			0.00	8.91	3.58	6.35	Brake	Brake Discs, Pads & Calipers	2.46
A1 Cardone+A1191002	A1 Cardone Brake Caliper 19-1002, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583131.jcwx?TID=gglpla	33.39 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191002_is?A1 Cardone+A1191002	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191002_is?A1 Cardone+A1191002	Brake Caliper > Honda > Prelude > 1987 > A1191002	http://www.jcwhitney.com/p3039979/sku-583131.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591313	19-1002			Unsold	Drop Ship				1987	natural	Branded		a1 cardone friction choice			Front Passenger Side	Brake Caliper	oe replacement	direct fit	591313	2-year or 24,000-mile a1 cardone limited warranty		No	27.19 USD	 A1 Cardone Front Passenger Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	17.33	3.21	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	3.60
A1 Cardone+A1191003	A1 Cardone Brake Caliper 19-1003, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583132.jcwx?TID=gglpla	43.01 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191003_is?A1 Cardone+A1191003	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191003_is?A1 Cardone+A1191003	Brake Caliper > Honda > Prelude > 1987 > A1191003	http://www.jcwhitney.com/p3039979/sku-583132.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591314	19-1003			Unsold	Drop Ship				1987	natural	Branded		a1 cardone friction choice			Front Driver Side	Brake Caliper	oe replacement	direct fit	591314	2-year or 24,000-mile a1 cardone limited warranty		No	34.21 USD	 A1 Cardone Front Driver Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	24.33	3.23	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	4.47
A1 Cardone+A1191004	A1 Cardone Brake Caliper 19-1004, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583133.jcwx?TID=gglpla	35.25 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191004_is?A1 Cardone+A1191004	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191004_is?A1 Cardone+A1191004	Brake Caliper > Honda > Prelude > 1990 > A1191004	http://www.jcwhitney.com/p3039979/sku-583133.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591315	19-1004			Unsold	Stock Ship				1990	natural	Branded		a1 cardone friction choice			Front Passenger Side	Brake Caliper	oe replacement	direct fit	591315	2-year or 24,000-mile a1 cardone limited warranty		No	29.26 USD	 A1 Cardone Front Passenger Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	19.03	3.58	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	3.77
A1 Cardone+A1191005	A1 Cardone Brake Caliper 19-1005, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583134.jcwx?TID=gglpla	51.12 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191005_is?A1 Cardone+A1191005	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191005_is?A1 Cardone+A1191005	Brake Caliper > Honda > Prelude > 1990 > A1191005	http://www.jcwhitney.com/p3039979/sku-583134.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591316	19-1005			Unsold	Drop Ship				1990	natural	Branded		a1 cardone friction choice			Front Driver Side	Brake Caliper	oe replacement	direct fit	591316	2-year or 24,000-mile a1 cardone limited warranty		No	28.99 USD	 A1 Cardone Front Driver Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	19.03	3.31	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	5.21
A1 Cardone+A1191401	A1 Cardone Brake Caliper 19-1401, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583377.jcwx?TID=gglpla	62.50 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191401_is?A1 Cardone+A1191401	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191401_is?A1 Cardone+A1191401	Brake Caliper > Honda > CRX > 1991 > A1191401	http://www.jcwhitney.com/p3039979/sku-583377.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591559	19-1401			Slow	Stock Ship				1991	natural	Branded		a1 cardone friction choice			Rear Passenger Side	Brake Caliper	oe replacement	direct fit	591559	2-year or 24,000-mile a1 cardone limited warranty		No	47.92 USD	 A1 Cardone Rear Passenger Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	36.96	4.31	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	6.24
A1 Cardone+A1191401XR	A1 Cardone Brake Caliper 19-1401XR, direct fit,with red powdercoat 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039982/sku-584960.jcwx?TID=gglpla	95.97 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191401xr_is?A1 Cardone+A1191401XR	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191401xr_is?A1 Cardone+A1191401XR	Brake Caliper > Honda > CRX > 1991 > A1191401XR	http://www.jcwhitney.com/p3039982/sku-584960.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039982, 593142	19-1401XR			Slow	Drop Ship				1991	red powdercoat	Branded		a1 cardone custom fx			Rear Passenger Side	Brake Caliper	oe replacement	direct fit	593142	2-year or 24,000-mile a1 cardone limited warranty		No	68.64 USD	 A1 Cardone Rear Passenger Side Brake Calipera1 Cardone Custom Fx-red Powdercoat, Oe Replacement, Semi-loaded (caliper & Hardware)			0.00	56.54	5.45	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	9.27
A1 Cardone+A1191402	A1 Cardone Brake Caliper 19-1402, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583378.jcwx?TID=gglpla	62.50 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191402_is?A1 Cardone+A1191402	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191402_is?A1 Cardone+A1191402	Brake Caliper > Honda > CRX > 1991 > A1191402	http://www.jcwhitney.com/p3039979/sku-583378.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591560	19-1402			Slow	Stock Ship				1991	natural	Branded		a1 cardone friction choice			Rear Driver Side	Brake Caliper	oe replacement	direct fit	591560	2-year or 24,000-mile a1 cardone limited warranty		No	47.97 USD	 A1 Cardone Rear Driver Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	36.96	4.36	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	6.24
A1 Cardone+A1191460	A1 Cardone Brake Caliper 19-1460, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583413.jcwx?TID=gglpla	63.81 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191460_is?A1 Cardone+A1191460	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191460_is?A1 Cardone+A1191460	Brake Caliper > Isuzu > Oasis > 1999 > A1191460	http://www.jcwhitney.com/p3039979/sku-583413.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591595	19-1460			Unsold	Drop Ship				1999	natural	Branded		a1 cardone friction choice			Front Passenger Side	Brake Caliper	oe replacement	direct fit	591595	2-year or 24,000-mile a1 cardone limited warranty		No	48.72 USD	 A1 Cardone Front Passenger Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	38.16	3.91	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	6.36
A1 Cardone+A1191461	A1 Cardone Brake Caliper 19-1461, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583414.jcwx?TID=gglpla	63.81 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191461_is?A1 Cardone+A1191461	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191461_is?A1 Cardone+A1191461	Brake Caliper > Isuzu > Oasis > 1999 > A1191461	http://www.jcwhitney.com/p3039979/sku-583414.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591596	19-1461			Unsold	Stock Ship				1999	natural	Branded		a1 cardone friction choice			Front Driver Side	Brake Caliper	oe replacement	direct fit	591596	2-year or 24,000-mile a1 cardone limited warranty		No	48.72 USD	 A1 Cardone Front Driver Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	38.16	3.91	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	6.36
A1 Cardone+A1191556	A1 Cardone Brake Caliper 19-1556, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583485.jcwx?TID=gglpla	66.17 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191556_is?A1 Cardone+A1191556	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191556_is?A1 Cardone+A1191556	Brake Caliper > Honda > Civic del Sol > 1997 > A1191556	http://www.jcwhitney.com/p3039979/sku-583485.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591667	19-1556			Slow	Stock Ship				1997	natural	Branded		a1 cardone friction choice			Rear Passenger Side	Brake Caliper	oe replacement	direct fit	591667	2-year or 24,000-mile a1 cardone limited warranty		No	51.47 USD	 A1 Cardone Rear Passenger Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	40.32	4.50	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	25.42
A1 Cardone+A1191556XR	A1 Cardone Brake Caliper 19-1556XR, direct fit,with red powdercoat 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039982/sku-585008.jcwx?TID=gglpla	88.65 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191556xr_is?A1 Cardone+A1191556XR	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191556xr_is?A1 Cardone+A1191556XR	Brake Caliper > Honda > Civic del Sol > 1997 > A1191556XR	http://www.jcwhitney.com/p3039982/sku-585008.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039982, 593190	19-1556XR			Unsold	Stock Ship				1997	red powdercoat	Branded		a1 cardone custom fx			Rear Passenger Side	Brake Caliper	oe replacement	direct fit	593190	2-year or 24,000-mile a1 cardone limited warranty		No	64.88 USD	 A1 Cardone Rear Passenger Side Brake Calipera1 Cardone Custom Fx-red Powdercoat, Oe Replacement, Semi-loaded (caliper & Hardware)			0.00	53.02	5.21	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	8.61
A1 Cardone+A1191557	A1 Cardone Brake Caliper 19-1557, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583486.jcwx?TID=gglpla	66.17 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191557_is?A1 Cardone+A1191557	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191557_is?A1 Cardone+A1191557	Brake Caliper > Honda > Civic del Sol > 1997 > A1191557	http://www.jcwhitney.com/p3039979/sku-583486.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591668	19-1557			Slow	Stock Ship				1997	natural	Branded		a1 cardone friction choice			Rear Driver Side	Brake Caliper	oe replacement	direct fit	591668	2-year or 24,000-mile a1 cardone limited warranty		No	51.47 USD	 A1 Cardone Rear Driver Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	40.32	4.50	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	25.42
A1 Cardone+A1191735	A1 Cardone Brake Caliper 19-1735, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-583635.jcwx?TID=gglpla	55.48 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a1191735_is?A1 Cardone+A1191735	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a1191735_is?A1 Cardone+A1191735	Brake Caliper > Honda > Civic > 1995 > A1191735	http://www.jcwhitney.com/p3039979/sku-583635.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 591817	19-1735			Unsold	Stock Ship				1995	natural	Branded		a1 cardone friction choice			Front Passenger Side	Brake Caliper	oe replacement	direct fit	591817	2-year or 24,000-mile a1 cardone limited warranty		No	43.79 USD	 A1 Cardone Front Passenger Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Unloaded (caliper Only)			0.00	33.54	3.60	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	5.60
A1 Cardone+A119B1004	A1 Cardone Brake Caliper 19-B1004, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-580053.jcwx?TID=gglpla	39.93 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a119b1004_is?A1 Cardone+A119B1004	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a119b1004_is?A1 Cardone+A119B1004	Brake Caliper > Honda > Prelude > 1990 > A119B1004	http://www.jcwhitney.com/p3039979/sku-580053.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 588235	19-B1004			Unsold	Stock Ship				1990	natural	Branded		a1 cardone friction choice			Front Passenger Side	Brake Caliper	oe replacement	direct fit	588235	2-year or 24,000-mile a1 cardone limited warranty		No	31.62 USD	 A1 Cardone Front Passenger Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Semi-loaded (caliper & Hardware)			0.00	21.51	3.46	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	4.19
A1 Cardone+A119B1005	A1 Cardone Brake Caliper 19-B1005, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-580054.jcwx?TID=gglpla	39.93 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a119b1005_is?A1 Cardone+A119B1005	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a119b1005_is?A1 Cardone+A119B1005	Brake Caliper > Honda > Prelude > 1991 > A119B1005	http://www.jcwhitney.com/p3039979/sku-580054.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 588236	19-B1005			Unsold	Stock Ship				1991	natural	Branded		a1 cardone friction choice			Front Driver Side	Brake Caliper	oe replacement	direct fit	588236	2-year or 24,000-mile a1 cardone limited warranty		No	31.62 USD	 A1 Cardone Front Driver Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Semi-loaded (caliper & Hardware)			0.00	21.51	3.46	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	4.19
A1 Cardone+A119B1401	A1 Cardone Brake Caliper 19-B1401, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-580305.jcwx?TID=gglpla	65.21 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a119b1401_is?A1 Cardone+A119B1401	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a119b1401_is?A1 Cardone+A119B1401	Brake Caliper > Honda > CRX > 1991 > A119B1401	http://www.jcwhitney.com/p3039979/sku-580305.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 588487	19-B1401			Unsold	Stock Ship				1991	natural	Branded		a1 cardone friction choice			Rear Passenger Side	Brake Caliper	oe replacement	direct fit	588487	2-year or 24,000-mile a1 cardone limited warranty		No	50.51 USD	 A1 Cardone Rear Passenger Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Semi-loaded (caliper & Hardware)			0.00	39.44	4.42	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	6.49
A1 Cardone+A119B1402	A1 Cardone Brake Caliper 19-B1402, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-580306.jcwx?TID=gglpla	65.21 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a119b1402_is?A1 Cardone+A119B1402	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a119b1402_is?A1 Cardone+A119B1402	Brake Caliper > Honda > CRX > 1991 > A119B1402	http://www.jcwhitney.com/p3039979/sku-580306.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 588488	19-B1402			Slow	Stock Ship				1991	natural	Branded		a1 cardone friction choice			Rear Driver Side	Brake Caliper	oe replacement	direct fit	588488	2-year or 24,000-mile a1 cardone limited warranty		No	50.51 USD	 A1 Cardone Rear Driver Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Semi-loaded (caliper & Hardware)			0.00	39.44	4.42	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	6.49
A1 Cardone+A119B1460	A1 Cardone Brake Caliper 19-B1460, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-580342.jcwx?TID=gglpla	52.13 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a119b1460_is?A1 Cardone+A119B1460	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a119b1460_is?A1 Cardone+A119B1460	Brake Caliper > Isuzu > Oasis > 1999 > A119B1460	http://www.jcwhitney.com/p3039979/sku-580342.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 588524	19-B1460			Slow	Stock Ship				1999	natural	Branded		a1 cardone friction choice			Front Passenger Side	Brake Caliper	oe replacement	direct fit	588524	2-year or 24,000-mile a1 cardone limited warranty		No	41.35 USD	 A1 Cardone Front Passenger Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Semi-loaded (caliper & Hardware)			0.00	30.47	4.23	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	5.30
A1 Cardone+A119B1461	A1 Cardone Brake Caliper 19-B1461, direct fit,with natural 2-year or 24,000-mile a1 cardone limited warranty		http://www.jcwhitney.com/p3039979/sku-580344.jcwx?TID=gglpla	52.13 USD	new	A1 Cardone	http://images.jcwstatics.com/is/image/Autos/a119b1461_is?A1 Cardone+A119B1461	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Braking > Vehicle Brake Parts	In Stock	US::Ground:0.00 USD	A1 Cardone											N	http://images.jcwstatics.com/is/image/Autos/a119b1461_is?A1 Cardone+A119B1461	Brake Caliper > Isuzu > Oasis > 1999 > A119B1461	http://www.jcwhitney.com/p3039979/sku-580344.jcwx?TID=gglpla		Brake Caliper, A1 Cardone, 3039979, 588526	19-B1461			Unsold	Stock Ship				1999	natural	Branded		a1 cardone friction choice			Front Driver Side	Brake Caliper	oe replacement	direct fit	588526	2-year or 24,000-mile a1 cardone limited warranty		No	41.43 USD	 A1 Cardone Front Driver Side Brake Calipera1 Cardone Friction Choice-natural, Oe Replacement, Semi-loaded (caliper & Hardware)			0.00	30.47	4.31	6.65	Brake|Most Popular	Brake Discs, Pads & Calipers	5.30
